Title,maybe geolocated,type,By,Latitude,Longitude,Well #,County,Reference URL,CONTENTdm number
WGDC01319117,y,Well schedule,Lucas,40.069566,-104.2473364,1-61-7,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23284,23284
WGDC01319118,y,Well schedule,Lucas,40.0593187,-104.2551899,1-61-7,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23285,23285
WGDC01319119,y,Well schedule,Lucas,40.0673984,-104.2423582,1-61-8,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23286,23286
WGDC01319120,y,Well schedule,Lucas,40.0200558,-104.2462635,1-61-30,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23287,23287
WGDC01319121,y,Well schedule,Lucas,40.0515336,-104.2646313,1-62-13,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23288,23288
WGDC01319122,y,Well schedule,Lucas,40.032675,-104.2757034,1-62-24,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23289,23289
WGDC01319123,y,Well schedule,Lucas,40.0346794,-104.2776346,1-62-24,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23290,23290
WGDC01319124,y,Well schedule,Lucas,40.0303419,-104.269309,1-62-24,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23291,23291
WGDC01319125,y,Well schedule,Lucas,40.0372094,-104.2696095,1-62-24,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23292,23292
WGDC01319126,y,Well schedule,Lucas,40.0372094,-104.2696095,1-62-24,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23293,23293
WGDC01319127,y,Well schedule,Lucas,40.0184125,-104.2731285,1-62-25,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23294,23294
WGDC01319128,y,Well schedule,Lucas,40.016079,-104.2760897,1-62-25,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23295,23295
WGDC01319129,y,Well schedule,Lucas,40.0161119,-104.2801237,1-62-25,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23296,23296
WGDC01319130,y,Well schedule,Lucas,40.0162762,-104.2758751,1-62-25,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23297,23297
WGDC01319131,y,Well schedule,Lucas,40.0026678,-104.2902517,1-62-35,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23298,23298
WGDC01319132,y,Well schedule,Lucas,40.0014515,-104.2847586,1-62-35,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23299,23299
WGDC01319133,y,Well schedule,Lucas,40.0031609,-104.2896938,1-62-35,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23300,23300
WGDC01319134,y,Well schedule,Lucas,40.0031609,-104.2896938,1-62-35,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23301,23301
WGDC01319135,y,Well schedule,Lucas,40.0015501,-104.2852736,1-62-35,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23302,23302
WGDC01319136,y,Well schedule,Lucas,40.0070399,-104.2815399,1-62-36,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23303,23303
WGDC01319137,y,Well schedule,Lucas,40.0048046,-104.2815828,1-62-36,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23304,23304
WGDC01319138,y,Well schedule,Lucas,40.0081411,-104.2742443,1-62-36,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23305,23305
WGDC01319139,y,Well schedule,Lucas,40.0082397,-104.2816901,1-62-36,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23306,23306
T1N R60-62W,y,Well schedule,Lucas,40.0867071,-104.0774775,1-60-2,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23307,23307
WGDC01327101,y,Well schedule,Lucas,39.2089884,-104.5430619,10-64-3,Elbert,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23308,23308
WGDC01327102,y,Well schedule,Lucas,39.1945398,-104.5430394,10-64-10,Elbert,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23309,23309
T10S,y,Well schedule,Lucas,39.2089884,-104.5430619,10-64-3,Elbert,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23310,23310
WGDC01315101,y,Well schedule,Lucas,39.616863,-104.0501833,5-60-13,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23311,23311
WGDC01315102,y,Well schedule,Lucas,39.2087435,-104.394242,10-63-1,Elbert,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23312,23312
WGDC01315103,y,Well schedule,Lucas,39.5778426,-104.2696953,5-62-36,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23313,23313
WGDC01315104,y,Well schedule,Lucas,39.2814254,-104.5058729,9-64-12,Elbert,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23314,23314
WGDC01315105,y,Well schedule,Lucas,39.2088582,-104.4501716,10-63-4,Elbert,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23315,23315
WGDC01315106,y,Well schedule,Lucas,39.2088582,-104.4501716,10-63-4,Elbert,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23316,23316
WGDC01315107,y,Well schedule,Lucas,39.6770038,-104.0759754,4-60-26,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23317,23317
WGDC01315108,y,Well schedule,Lucas,39.6800095,-104.0944719,4-60-27,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23318,23318
WGDC01315109,y,Well schedule,Lucas,40.2403572,-104.1480732,3-60-7,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23319,23319
"Springs, stock wells, and others",y,Well schedule,Lucas,39.6192101,-104.050312,5-60-13,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23320,23320
WGDC01336101,y,Well schedule,Lucas,39.6134248,-104.0388107,5-59-18,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23321,23321
WGDC01336102,y,Well schedule,Lucas,39.6328616,-104.1060591,5-60-9,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23322,23322
WGDC01336103,y,Well schedule,Lucas,39.6245983,-104.051342,5-60-12,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23323,23323
WGDC01336104,y,Well schedule,Lucas,39.6169291,-104.0503979,5-60-13,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23324,23324
WGDC01336105,y,Well schedule,Lucas,39.6154745,-104.0510845,5-60-13,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23325,23325
WGDC01336106,y,Well schedule,Lucas,39.6154745,-104.0510845,5-60-13,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23326,23326
WGDC01336107,y,Well schedule,Lucas,39.6187142,-104.050827,5-60-13,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23327,23327
WGDC01336108,y,Well schedule,Lucas,39.6008606,-104.0973043,5-60-22,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23328,23328
WGDC01336109,y,Well schedule,Lucas,39.6240694,-104.2445898,5-61-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23329,23329
WGDC01336110,y,Well schedule,Lucas,39.5950407,-104.2711115,5-62-24,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23330,23330
T5S,y,Well schedule,Lucas,39.6127635,-104.0388536,5-59-18,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23331,23331
WGDC01323101,y,Well schedule,Lucas,39.6973473,-104.2814112,4-62-13,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23332,23332
WGDC01323102,y,Well schedule,Lucas,39.7128651,-104.364109,4-62-7,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23333,23333
WGDC01323103,y,Well schedule,Lucas,39.7128651,-104.364109,4-62-7,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23334,23334
WGDC01323105,y,Well schedule,Lucas,39.7167442,-104.3497954,4-62-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23336,23336
WGDC01323106,y,Well schedule,Lucas,39.718279,-104.3496037,4-62-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23337,23337
WGDC01323107,y,Well schedule,Lucas,39.7199955,-104.3492174,4-62-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23338,23338
WGDC01323108,y,Well schedule,Lucas,39.7173877,-104.3495607,4-62-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23339,23339
WGDC01323109,y,Well schedule,Lucas,39.712502,-104.3482304,4-62-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23340,23340
WGDC01323110,y,Well schedule,Lucas,39.7137234,-104.3476295,4-62-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23341,23341
WGDC01323111,y,Well schedule,Lucas,39.7166285,-104.3499041,4-62-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23342,23342
WGDC01323112,y,Well schedule,Lucas,39.7112475,-104.3501616,4-62-8,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23343,23343
WGDC01323113,y,Well schedule,Lucas,39.7175858,-104.3309784,4-62-9,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23344,23344
WGDC01323115,y,Well schedule,Lucas,39.7175858,-104.3309784,4-62-9,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23346,23346
WGDC01323116,y,Well schedule,Lucas,39.7035548,-104.3554831,4-62-17,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23347,23347
WGDC01323117,y,Well schedule,Lucas,39.703786,-104.3580151,4-62-17,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23348,23348
WGDC01323118,y,Well schedule,Lucas,39.6592313,-104.3209791,4-62-34,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23349,23349
WGDC01323119,y,Well schedule,Lucas,39.6584715,-104.3209791,4-62-34,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23350,23350
WGDC01323120,y,Well schedule,Lucas,39.7199955,-104.4297695,4-63-10,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23351,23351
WGDC01323121,y,Well schedule,Lucas,39.6891578,-104.4377518,4-63-21,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23352,23352
WGDC01323122,y,Well schedule,Lucas,39.689488,-104.4367218,4-63-21,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23353,23353
WGDC01323123,y,Well schedule,Lucas,39.6916015,-104.4368935,4-63-21,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23354,23354
T4S,y,Well schedule,Lucas,39.7257389,-104.3194771,4-62-3,Arapahoe,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23355,23355
WGDC01334101,y,Well schedule,Lucas,39.7924462,-104.1494465,3-60-18,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23356,23356
WGDC01334102,y,Well schedule,Lucas,39.7917208,-104.1494465,3-60-18,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23357,23357
